IDENTIFIER	BINCODE	NAME
'267536_at'	'11.9.3.1'	'lipid metabolism.lipid degradation.lysophospholipases.phospholipase D'
'254893_at'	'11.9.3.1'	'lipid metabolism.lipid degradation.lysophospholipases.phospholipase D'
'255667_at'	'11.9.3.1'	'lipid metabolism.lipid degradation.lysophospholipases.phospholipase D'
'258430_at'	'11.9.3.1'	'lipid metabolism.lipid degradation.lysophospholipases.phospholipase D'
'246937_at'	'11.9.3.1'	'lipid metabolism.lipid degradation.lysophospholipases.phospholipase D'
'258426_at'	'11.9.3.1'	'lipid metabolism.lipid degradation.lysophospholipases.phospholipase D'
'261608_at'	'11.9.3.2'	'lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase'
'262229_at'	'11.9.3.2'	'lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase'
'262154_at'	'11.9.3.2'	'lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase'
'254351_at'	'11.9.3.2'	'lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase'
'246124_at'	'11.9.3.2'	'lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase'
'258270_at'	'11.9.3.2'	'lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase'
'262444_at'	'11.9.3.2'	'lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase'
'248085_at'	'11.9.3.3'	'lipid metabolism.lipid degradation.lysophospholipases.glycerophosphodiester phosphodiesterase'
'253925_at'	'11.9.3.3'	'lipid metabolism.lipid degradation.lysophospholipases.glycerophosphodiester phosphodiesterase'
'257089_at'	'11.9.3.3'	'lipid metabolism.lipid degradation.lysophospholipases.glycerophosphodiester phosphodiesterase'
'258856_at'	'11.9.3.3'	'lipid metabolism.lipid degradation.lysophospholipases.glycerophosphodiester phosphodiesterase'
'260254_at'	'11.9.3.3'	'lipid metabolism.lipid degradation.lysophospholipases.glycerophosphodiester phosphodiesterase'
'249337_at'	'11.9.3.3'	'lipid metabolism.lipid degradation.lysophospholipases.glycerophosphodiester phosphodiesterase'
'247804_at'	'11.9.3.3'	'lipid metabolism.lipid degradation.lysophospholipases.glycerophosphodiester phosphodiesterase'
'255852_at'	'11.9.3.3'	'lipid metabolism.lipid degradation.lysophospholipases.glycerophosphodiester phosphodiesterase'
'255913_at'	'11.9.3.3'	'lipid metabolism.lipid degradation.lysophospholipases.glycerophosphodiester phosphodiesterase'
'250561_at'	'11.9.3.3'	'lipid metabolism.lipid degradation.lysophospholipases.glycerophosphodiester phosphodiesterase'
'247843_at'	'11.9.3.3'	'lipid metabolism.lipid degradation.lysophospholipases.glycerophosphodiester phosphodiesterase'
'259934_at'	'11.9.3.3'	'lipid metabolism.lipid degradation.lysophospholipases.glycerophosphodiester phosphodiesterase'
'266500_at'	'11.9.3.4'	'lipid metabolism.lipid degradation.lysophospholipases.phospholipase A2'
'252104_at'	'11.9.3.5'	'lipid metabolism.lipid degradation.lysophospholipases.phosphoinositide phospholipase C'
'256102_at'	'11.9.3.5'	'lipid metabolism.lipid degradation.lysophospholipases.phosphoinositide phospholipase C'
'252343_at'	'11.9.3.5'	'lipid metabolism.lipid degradation.lysophospholipases.phosphoinositide phospholipase C'
'259221_s_at'	'11.9.3.5'	'lipid metabolism.lipid degradation.lysophospholipases.phosphoinositide phospholipase C'
'259169_at'	'11.9.3.5'	'lipid metabolism.lipid degradation.lysophospholipases.phosphoinositide phospholipase C'
''	'11.9.4'	'lipid metabolism.lipid degradation.beta-oxidation'
'260789_s_at'	'11.9.4.2'	'lipid metabolism.lipid degradation.beta-oxidation.acyl CoA DH'
'259419_at'	'11.9.4.2'	'lipid metabolism.lipid degradation.beta-oxidation.acyl CoA DH'
'247176_at'	'11.9.4.2'	'lipid metabolism.lipid degradation.beta-oxidation.acyl CoA DH'
'246304_at'	'11.9.4.2'	'lipid metabolism.lipid degradation.beta-oxidation.acyl CoA DH'
'258524_at'	'11.9.4.2'	'lipid metabolism.lipid degradation.beta-oxidation.acyl CoA DH'
'258525_at'	'11.9.4.2'	'lipid metabolism.lipid degradation.beta-oxidation.acyl CoA DH'
'265843_at'	'11.9.4.2'	'lipid metabolism.lipid degradation.beta-oxidation.acyl CoA DH'
'245249_at'	'11.9.4.2'	'lipid metabolism.lipid degradation.beta-oxidation.acyl CoA DH'
'254776_at'	'11.9.4.3'	'lipid metabolism.lipid degradation.beta-oxidation.enoyl CoA hydratase'
'262619_at'	'11.9.4.3'	'lipid metabolism.lipid degradation.beta-oxidation.enoyl CoA hydratase'
'253492_at'	'11.9.4.3'	'lipid metabolism.lipid degradation.beta-oxidation.enoyl CoA hydratase'
'245359_at'	'11.9.4.3'	'lipid metabolism.lipid degradation.beta-oxidation.enoyl CoA hydratase'
'264627_at'	'11.9.4.3'	'lipid metabolism.lipid degradation.beta-oxidation.enoyl CoA hydratase'
'251421_at'	'11.9.4.3'	'lipid metabolism.lipid degradation.beta-oxidation.enoyl CoA hydratase'
'245446_at'	'11.9.4.3'	'lipid metabolism.lipid degradation.beta-oxidation.enoyl CoA hydratase'
'257158_at'	'11.9.4.3'	'lipid metabolism.lipid degradation.beta-oxidation.enoyl CoA hydratase'
'245612_at'	'11.9.4.3'	'lipid metabolism.lipid degradation.beta-oxidation.enoyl CoA hydratase'
'245484_at'	'11.9.4.4'	'lipid metabolism.lipid degradation.beta-oxidation.hydroxybutyryl CoA DH'
'261560_at'	'11.9.4.5'	'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase'
'263661_at'	'11.9.4.5'	'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase'
'262237_at'	'11.9.4.5'	'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase'
'265699_at'	'11.9.4.5'	'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase'
'266298_at'	'11.9.4.5'	'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase'
'258315_at'	'11.9.4.5'	'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase'
'257512_at'	'11.9.4.5'	'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase'
'259549_at'	'11.9.4.5'	'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase'
'255679_at'	'11.9.4.5'	'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase'
'253759_at'	'11.9.4.9'	'lipid metabolism.lipid degradation.beta-oxidation.multifunctional'
'258555_at'	'11.9.4.9'	'lipid metabolism.lipid degradation.beta-oxidation.multifunctional'
'249935_at'	'11.9.4.13'	'lipid metabolism.lipid degradation.beta-oxidation.acyl CoA reductase'
'253309_at'	'11.9.4.13'	'lipid metabolism.lipid degradation.beta-oxidation.acyl CoA reductase'
'252639_at'	'11.9.4.13'	'lipid metabolism.lipid degradation.beta-oxidation.acyl CoA reductase'
'252640_at'	'11.9.4.13'	'lipid metabolism.lipid degradation.beta-oxidation.acyl CoA reductase'
'252638_at'	'11.9.4.13'	'lipid metabolism.lipid degradation.beta-oxidation.acyl CoA reductase'
'249895_at'	'11.9.4.13'	'lipid metabolism.lipid degradation.beta-oxidation.acyl CoA reductase'
''	'11.10'	'lipid metabolism.glycolipid synthesis'
'246075_at'	'11.10.1'	'lipid metabolism.glycolipid synthesis.MGDG synthase'
'253489_at'	'11.10.1'	'lipid metabolism.glycolipid synthesis.MGDG synthase'
'263391_at'	'11.10.1'	'lipid metabolism.glycolipid synthesis.MGDG synthase'
'255681_at'	'11.10.2'	'lipid metabolism.glycolipid synthesis.DGDG synthase'
'259070_at'	'11.10.2'	'lipid metabolism.glycolipid synthesis.DGDG synthase'
'253386_at'	'11.10.3'	'lipid metabolism.glycolipid synthesis.UDP-sulfoquinovose synthase'
'251143_at'	'11.10.4'	'lipid metabolism.glycolipid synthesis.sulfolipid synthase'
'2-o-glycerol-beta-d-galactose'	'11.10.1001'	'lipid metabolism.galactolipid synthesis'
'digalactosylglycerol'	'11.10.1002'	'lipid metabolism.galactolipid synthesis'
'acetyloleanolic acid'	'11.1001'	'lipid metabolism'
'fa 16:0'	'11.1002'	'lipid metabolism'
'fa 18:0'	'11.1003'	'lipid metabolism'
'oleic acid'	'11.1004'	'lipid metabolism'
'oleyl alcohol'	'11.1005'	'lipid metabolism'
'oleyl oleate'	'11.1006'	'lipid metabolism'
'palmitic acid'	'11.1007'	'lipid metabolism'
'pentadecanoic acid'	'11.1008'	'lipid metabolism'
'stearic acid'	'11.1009'	'lipid metabolism'
'tridecanoic acid'	'11.1010'	'lipid metabolism'
'undecanoic acid'	'11.1011'	'lipid metabolism'
'heptanoic acid'	'11.1012'	'lipid metabolism'
'choline'	'11.1013'	'lipid metabolism'
'dioleoylglycerol'	'11.1014'	'lipid metabolism'
'diphosphatidylglycerol'	'11.1015'	'lipid metabolism'
'ethanolamine'	'11.1016'	'lipid metabolism'
'glycerol'	'11.1017'	'lipid metabolism'
'glycerol-2-p'	'11.1018'	'lipid metabolism'
'phosphatidylcholine'	'11.1019'	'lipid metabolism'
'phosphatidylethanolamine glycine'	'11.1020'	'lipid metabolism'
'phosphatidylserine'	'11.1021'	'lipid metabolism'
'trilinolein'	'11.1022'	'lipid metabolism'
'triolein'	'11.1023'	'lipid metabolism'
'linoleic acid'	'11.1024'	'lipid metabolism'
'acetyl-coa'	'11.1025'	'lipid metabolism'
'coa-sh'	'11.1026'	'lipid metabolism'
'coa-s-s-coa'	'11.1027'	'lipid metabolism'
'glycerol-3-p'	'11.1028'	'lipid metabolism'
'linolenic acid'	'11.1029'	'lipid metabolism'
'3(e)-hexenal'	'11.1030'	'lipid metabolism'
'3(z)-hexenal'	'11.1031'	'lipid metabolism'
'hexanal'	'11.1032'	'lipid metabolism'
'hexanoic acid'	'11.1033'	'lipid metabolism'
'pentanoic acid'	'11.1034'	'lipid metabolism'
'hexanol'	'11.1035'	'lipid metabolism'
'2(e)-hexenal'	'11.1036'	'lipid metabolism'
'3(z)-hexen-1-ol'	'11.1037'	'lipid metabolism'
'3(e)-hexenol'	'11.1038'	'lipid metabolism'
'2-ethylhexanoic acid'	'11.1039'	'lipid metabolism'
'13-hydroperoxylinolenic acid'	'11.1040'	'lipid metabolism'
"'13(s)-hydroperoxy-9-(z),11(e)-octadecadienoic acid'"	'11.1041'	'lipid metabolism'
''	'12'	'N-metabolism'
''	'12.1'	'N-metabolism.nitrate metabolism'
'261979_at'	'12.1.1'	'N-metabolism.nitrate metabolism.NR'
'259681_at'	'12.1.1'	'N-metabolism.nitrate metabolism.NR'
'265475_at'	'12.1.2'	'N-metabolism.nitrate metabolism.nitrite reductase'
''	'12.2'	'N-metabolism.ammonia metabolism'
''	'12.2.1'	'N-metabolism.ammonia metabolism.glutamate synthase'
'266365_at'	'12.2.1.1'	'N-metabolism.ammonia metabolism.glutamate synthase.ferredoxin dependent'
'245701_at'	'12.2.1.1'	'N-metabolism.ammonia metabolism.glutamate synthase.ferredoxin dependent'
'248267_at'	'12.2.1.2'	'N-metabolism.ammonia metabolism.glutamate synthase.NADH dependent'
'249710_at'	'12.2.2'	'N-metabolism.ammonia metabolism.glutamine synthase'
'249581_at'	'12.2.2'	'N-metabolism.ammonia metabolism.glutamine synthase'
'258160_at'	'12.2.2'	'N-metabolism.ammonia metabolism.glutamine synthase'
'256524_at'	'12.2.2'	'N-metabolism.ammonia metabolism.glutamine synthase'
'250100_at'	'12.2.2'	'N-metabolism.ammonia metabolism.glutamine synthase'
'261305_at'	'12.2.2'	'N-metabolism.ammonia metabolism.glutamine synthase'
'251973_at'	'12.2.2'	'N-metabolism.ammonia metabolism.glutamine synthase'
'247908_at'	'12.2.99'	'N-metabolism.ammonia metabolism.unspecified'
'254039_at'	'12.2.99'	'N-metabolism.ammonia metabolism.unspecified'
'ammonium'	'12.2.1001'	'N-metabolism.ammonia metabolism'
'glutamate'	'12.2.1002'	'N-metabolism.ammonia metabolism'
'glutamine'	'12.2.1003'	'N-metabolism.ammonia metabolism'
''	'12.3'	'N-metabolism.N-degradation'
'256174_at'	'12.3.1'	'N-metabolism.N-degradation.glutamate dehydrogenase'
'259346_at'	'12.3.1'	'N-metabolism.N-degradation.glutamate dehydrogenase'
'250580_at'	'12.3.1'	'N-metabolism.N-degradation.glutamate dehydrogenase'
'250032_at'	'12.3.1'	'N-metabolism.N-degradation.glutamate dehydrogenase'
'264169_at'	'12.4'	'N-metabolism.misc'
'247042_at'	'12.4'	'N-metabolism.misc'
'262490_at'	'12.4'	'N-metabolism.misc'
'252267_at'	'12.4'	'N-metabolism.misc'
'248724_at'	'12.4'	'N-metabolism.misc'
'250861_at'	'13'	'amino acid metabolism'
'247118_at'	'13'	'amino acid metabolism'
''	'13.1'	''
''	'13.1.1'	''
''	'13.1.1.1'	'amino acid metabolism.synthesis.central amino acid metabolism.GABA'
'250090_at'	'13.1.1.1.1'	'amino acid metabolism.synthesis.central amino acid metabolism.GABA.Glutamate decarboxylase'
'265221_s_at'	'13.1.1.1.1'	'amino acid metabolism.synthesis.central amino acid metabolism.GABA.Glutamate decarboxylase'
'257862_s_at'	'13.1.1.1.1'	'amino acid metabolism.synthesis.central amino acid metabolism.GABA.Glutamate decarboxylase'
'261970_at'	'13.1.1.1.1'	'amino acid metabolism.synthesis.central amino acid metabolism.GABA.Glutamate decarboxylase'
'256765_at'	'13.1.1.1.2'	'amino acid metabolism.synthesis.central amino acid metabolism.GABA.GABA transaminase'
''	'13.1.1.2'	'amino acid metabolism.synthesis.central amino acid metabolism.aspartate'
'267151_at'	'13.1.1.2.1'	'amino acid metabolism.synthesis.central amino acid metabolism.aspartate.aspartate aminotransferase'
'253481_at'	'13.1.1.2.1'	'amino acid metabolism.synthesis.central amino acid metabolism.aspartate.aspartate aminotransferase'
'263429_at'	'13.1.1.2.1'	'amino acid metabolism.synthesis.central amino acid metabolism.aspartate.aspartate aminotransferase'
'250385_at'	'13.1.1.2.1'	'amino acid metabolism.synthesis.central amino acid metabolism.aspartate.aspartate aminotransferase'
'245951_at'	'13.1.1.2.1'	'amino acid metabolism.synthesis.central amino acid metabolism.aspartate.aspartate aminotransferase'
'262646_at'	'13.1.1.2.1'	'amino acid metabolism.synthesis.central amino acid metabolism.aspartate.aspartate aminotransferase'
'aspartate'	'13.1.1.2.1001'	'amino acid metabolism.synthesis.central amino acid metabolism.aspartate'
''	'13.1.1.3'	'amino acid metabolism.synthesis.central amino acid metabolism.alanine'
'262988_at'	'13.1.1.3.1'	'amino acid metabolism.synthesis.central amino acid metabolism.alanine.alanine aminotransferase'
'260309_at'	'13.1.1.3.1'	'amino acid metabolism.synthesis.central amino acid metabolism.alanine.alanine aminotransferase'
'260847_s_at'	'13.1.1.3.1'	'amino acid metabolism.synthesis.central amino acid metabolism.alanine.alanine aminotransferase'
'267035_at'	'13.1.1.3.11'	'amino acid metabolism.synthesis.central amino acid metabolism.alanine.alanine-glyoxylate aminotransferase'
'263350_at'	'13.1.1.3.11'	'amino acid metabolism.synthesis.central amino acid metabolism.alanine.alanine-glyoxylate aminotransferase'
'252855_at'	'13.1.1.3.11'	'amino acid metabolism.synthesis.central amino acid metabolism.alanine.alanine-glyoxylate aminotransferase'
'alanine'	'13.1.1.3.10001'	'amino acid synthesis.alanine'
''	'13.1.2'	'amino acid metabolism.synthesis.glutamate family'
''	'13.1.2.2'	'amino acid metabolism.synthesis.glutamate family.proline'
'251775_s_at'	'13.1.2.2.1'	'amino acid metabolism.synthesis.glutamate family.proline.delta 1-pyrroline-5-carboxylate synthetase'
'proline'	'13.1.2.2.1001'	'amino acid metabolism.synthesis.glutamate family.proline'
'266704_at'	'13.1.2.3'	'amino acid metabolism.synthesis.glutamate family.arginine'
'265965_at'	'13.1.2.3.2'	'amino acid metabolism.synthesis.glutamate family.arginine.acetylglutamate kinase'
'260286_at'	'13.1.2.3.4'	'amino acid metabolism.synthesis.glutamate family.arginine.acetylornithine aminotransferase'
'261122_at'	'13.1.2.3.21'	'amino acid metabolism.synthesis.glutamate family.arginine.ornithine carbamoyltransferase'
'254134_at'	'13.1.2.3.22'	'amino acid metabolism.synthesis.glutamate family.arginine.arginosuccinate synthase'
'250403_at'	'13.1.2.3.23'	'amino acid metabolism.synthesis.glutamate family.arginine.argininosuccinate lyase'
'262582_at'	'13.1.2.3.31'	'amino acid metabolism.synthesis.glutamate family.arginine.aspartate racemase'
'ornithine'	'13.1.2.3.1001'	'amino acid metabolism.synthesis.glutamate family.arginine'
'arginine'	'13.1.2.3.1002'	'amino acid metabolism.synthesis.glutamate family.arginine'
'citrulline'	'13.1.2.3.1003'	'amino acid metabolism.synthesis.glutamate family.arginine'
'n-acetylglutamic acid'	'13.1.2.3.1004'	'amino acid metabolism.synthesis.glutamate family.arginine'
''	'13.1.3'	'amino acid metabolism.synthesis.aspartate family'
''	'13.1.3.1'	'amino acid metabolism.synthesis.aspartate family.asparagine'
'252415_at'	'13.1.3.1.1'	'amino acid metabolism.synthesis.aspartate family.asparagine.asparagine synthetase'
'250484_at'	'13.1.3.1.1'	'amino acid metabolism.synthesis.aspartate family.asparagine.asparagine synthetase'
'247218_at'	'13.1.3.1.1'	'amino acid metabolism.synthesis.aspartate family.asparagine.asparagine synthetase'
'asparagine'	'13.1.3.1.1001'	'amino acid metabolism.synthesis.aspartate family.asparagine'
''	'13.1.3.2'	'amino acid metabolism.synthesis.aspartate family.threonine'
'262380_at'	'13.1.3.2.1'	'amino acid metabolism.synthesis.aspartate family.threonine.threonine synthase'
'253700_at'	'13.1.3.2.1'	'amino acid metabolism.synthesis.aspartate family.threonine.threonine synthase'
'threonine'	'13.1.3.2.1001'	'amino acid metabolism.synthesis.aspartate family.threonine'
'252974_at'	'13.1.3.4'	'amino acid metabolism.synthesis.aspartate family.methionine'
'253210_at'	'13.1.3.4'	'amino acid metabolism.synthesis.aspartate family.methionine'
'259343_s_at'	'13.1.3.4'	'amino acid metabolism.synthesis.aspartate family.methionine'
'263838_at'	'13.1.3.4'	'amino acid metabolism.synthesis.aspartate family.methionine'
'256531_at'	'13.1.3.4.1'	'amino acid metabolism.synthesis.aspartate family.methionine.cystathionine gamma-synthase'
'259279_at'	'13.1.3.4.1'	'amino acid metabolism.synthesis.aspartate family.methionine.cystathionine gamma-synthase'
'251666_at'	'13.1.3.4.2'	'amino acid metabolism.synthesis.aspartate family.methionine.cystathionine beta-lyase'
'259343_s_at'	'13.1.3.4.3'	'amino acid metabolism.synthesis.aspartate family.methionine.methionine synthase'
'246185_at'	'13.1.3.4.3'	'amino acid metabolism.synthesis.aspartate family.methionine.methionine synthase'
'260913_at'	'13.1.3.4.11'	'amino acid metabolism.synthesis.aspartate family.methionine.S-adenosylmethionine synthetase'
'255552_at'	'13.1.3.4.11'	'amino acid metabolism.synthesis.aspartate family.methionine.S-adenosylmethionine synthetase'
'258075_at'	'13.1.3.4.12'	'amino acid metabolism.synthesis.aspartate family.methionine.homocysteine S-methyltransferase'
'256304_at'	'13.1.3.4.12'	'amino acid metabolism.synthesis.aspartate family.methionine.homocysteine S-methyltransferase'
'251391_at'	'13.1.3.4.12'	'amino acid metabolism.synthesis.aspartate family.methionine.homocysteine S-methyltransferase'
'251175_at'	'13.1.3.4.12'	'amino acid metabolism.synthesis.aspartate family.methionine.homocysteine S-methyltransferase'
'258322_at'	'13.1.3.4.12'	'amino acid metabolism.synthesis.aspartate family.methionine.homocysteine S-methyltransferase'
'260056_at'	'13.1.3.4.12'	'amino acid metabolism.synthesis.aspartate family.methionine.homocysteine S-methyltransferase'
'267066_at'	'13.1.3.4.12'	'amino acid metabolism.synthesis.aspartate family.methionine.homocysteine S-methyltransferase'
'258417_at'	'13.1.3.4.12'	'amino acid metabolism.synthesis.aspartate family.methionine.homocysteine S-methyltransferase'
'267233_s_at'	'13.1.3.4.13'	'amino acid metabolism.synthesis.aspartate family.methionine.methionine S-methyltransferase'
'248576_at'	'13.1.3.4.13'	'amino acid metabolism.synthesis.aspartate family.methionine.methionine S-methyltransferase'
'o-succinylhomoserine'	'13.1.3.4.1001'	'amino acid metabolism.synthesis.aspartate family.methionine'
'cystathionine'	'13.1.3.4.1002'	'amino acid metabolism.synthesis.aspartate family.methionine'
'methionine'	'13.1.3.4.1003'	'amino acid metabolism.synthesis.aspartate family.methionine'
''	'13.1.3.5'	'amino acid metabolism.synthesis.aspartate family.lysine'
'251392_at'	'13.1.3.5.1'	'amino acid metabolism.synthesis.aspartate family.lysine.dihydrodipicolinate synthase'
'245145_at'	'13.1.3.5.1'	'amino acid metabolism.synthesis.aspartate family.lysine.dihydrodipicolinate synthase'
'248402_at'	'13.1.3.5.2'	'amino acid metabolism.synthesis.aspartate family.lysine.dihydrodipicolinate reductase'
'267237_s_at'	'13.1.3.5.2'	'amino acid metabolism.synthesis.aspartate family.lysine.dihydrodipicolinate reductase'
'253308_at'	'13.1.3.5.3'	'amino acid metabolism.synthesis.aspartate family.lysine.LL-diaminopimelic acid aminotransferase'
'251948_at'	'13.1.3.5.4'	'amino acid metabolism.synthesis.aspartate family.lysine.diaminopimelate epimerase'
'258365_s_at'	'13.1.3.5.5'	'amino acid metabolism.synthesis.aspartate family.lysine.diaminopimelate decarboxylase'
'lysine'	'13.1.3.5.1001'	'amino acid metabolism.synthesis.aspartate family.lysine'
''	'13.1.3.6'	''
''	'13.1.3.6.1'	'amino acid metabolism.synthesis.aspartate family.misc.homoserine'
'258977_s_at'	'13.1.3.6.1.1'	'amino acid metabolism.synthesis.aspartate family.misc.homoserine.aspartate kinase'
'250291_at'	'13.1.3.6.1.1'	'amino acid metabolism.synthesis.aspartate family.misc.homoserine.aspartate kinase'
'263696_at'	'13.1.3.6.1.1'	'amino acid metabolism.synthesis.aspartate family.misc.homoserine.aspartate kinase'
'262841_at'	'13.1.3.6.1.2'	'amino acid metabolism.synthesis.aspartate family.misc.homoserine.aspartate semialdehyde dehydrogenase'
'246027_at'	'13.1.3.6.1.3'	'amino acid metabolism.synthesis.aspartate family.misc.homoserine.homoserine dehydrogenase'
'264855_at'	'13.1.3.6.1.4'	'amino acid metabolism.synthesis.aspartate family.misc.homoserine.homoserine kinase'
'254535_at'	'13.1.3.6.1.10'	'amino acid metabolism.synthesis.aspartate family.misc.homoserine.bifunctional aspartate kinase/homoserine dehydrogenase'
'homoserine'	'13.1.3.6.1.1001'	'amino acid metabolism.synthesis.aspartate family.misc.homoserine'
''	'13.1.3.6.2'	''
'homocysteine'	'13.1.3.6.2.1001'	'amino acid metabolism.synthesis.aspartate family.misc.homocysteine'
''	'13.1.4'	'amino acid metabolism.synthesis.branched chain group'
''	'13.1.4.1'	'amino acid metabolism.synthesis.branched chain group.common'
'250111_at'	'13.1.4.1.1'	'amino acid metabolism.synthesis.branched chain group.common.acetolactate synthase'
'252325_at'	'13.1.4.1.1'	'amino acid metabolism.synthesis.branched chain group.common.acetolactate synthase'
'263460_at'	'13.1.4.1.1'	'amino acid metabolism.synthesis.branched chain group.common.acetolactate synthase'
'251536_at'	'13.1.4.1.2'	'amino acid metabolism.synthesis.branched chain group.common.ketol-acid reductoisomerase'
'264524_at'	'13.1.4.1.4'	'amino acid metabolism.synthesis.branched chain group.common.branched-chain amino acid aminotransferase'
'261636_at'	'13.1.4.1.4'	'amino acid metabolism.synthesis.branched chain group.common.branched-chain amino acid aminotransferase'
'264525_at'	'13.1.4.1.4'	'amino acid metabolism.synthesis.branched chain group.common.branched-chain amino acid aminotransferase'
'247158_at'	'13.1.4.1.4'	'amino acid metabolism.synthesis.branched chain group.common.branched-chain amino acid aminotransferase'
'252274_at'	'13.1.4.1.4'	'amino acid metabolism.synthesis.branched chain group.common.branched-chain amino acid aminotransferase'
'257021_at'	'13.1.4.1.4'	'amino acid metabolism.synthesis.branched chain group.common.branched-chain amino acid aminotransferase'
''	'13.1.4.3'	''
'valine'	'13.1.4.3.1001'	'amino acid metabolism.synthesis.branched chain group.valine specific'
''	'13.1.4.4'	'amino acid metabolism.synthesis.branched chain group.leucine specific'
'260384_at'	'13.1.4.4.1'	'amino acid metabolism.synthesis.branched chain group.leucine specific.2-isopropylmalate synthase'
'261668_at'	'13.1.4.4.1'	'amino acid metabolism.synthesis.branched chain group.leucine specific.2-isopropylmalate synthase'
'260285_at'	'13.1.4.4.3'	'amino acid metabolism.synthesis.branched chain group.leucine specific.3-isopropylmalate dehydrogenase'
'263706_s_at'	'13.1.4.4.3'	'amino acid metabolism.synthesis.branched chain group.leucine specific.3-isopropylmalate dehydrogenase'
'leucine'	'13.1.4.4.1001'	'amino acid metabolism.synthesis.branched chain group.leucine specific'
'254877_at'	'13.1.4.5'	'amino acid metabolism.synthesis.branched chain group.isoleucine specific'
'258884_at'	'13.1.4.5.1'	'amino acid metabolism.synthesis.branched chain group.isoleucine specific.threonine ammonia-lyase'
'isoleucine'	'13.1.4.5.1001'	'amino acid metabolism.synthesis.branched chain group.isoleucine specific'
''	'13.1.5'	'amino acid metabolism.synthesis.serine-glycine-cysteine group'
''	'13.1.5.1'	'amino acid metabolism.synthesis.serine-glycine-cysteine group.serine'
'253274_at'	'13.1.5.1.1'	'amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoglycerate dehydrogenase'
'259403_at'	'13.1.5.1.1'	'amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoglycerate dehydrogenase'
'258025_at'	'13.1.5.1.1'	'amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoglycerate dehydrogenase'
'253162_at'	'13.1.5.1.2'	'amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoserine aminotransferase'
'256891_at'	'13.1.5.1.2'	'amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoserine aminotransferase'
'263047_at'	'13.1.5.1.2'	'amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoserine aminotransferase'
'255778_at'	'13.1.5.1.3'	'amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoserine phosphatase'
'serine'	'13.1.5.1.1001'	'amino acid metabolism.synthesis.serine-glycine-cysteine group.serine'
''	'13.1.5.2'	'amino acid metabolism.synthesis.serine-glycine-cysteine group.glycine'
'260309_at'	'13.1.5.2.2'	'amino acid metabolism.synthesis.serine-glycine-cysteine group.glycine.glycine transaminase'
'263350_at'	'13.1.5.2.3'	'amino acid metabolism.synthesis.serine-glycine-cysteine group.glycine.serine glyoxylate aminotransferase'
'263788_at'	'13.1.5.2.41'	'amino acid metabolism.synthesis.serine-glycine-cysteine group.glycine.sarcosine oxidase'
'glycine'	'13.1.5.2.1001'	'amino acid metabolism.synthesis.serine-glycine-cysteine group.glycine'
'261669_at'	'13.1.5.3'	'amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine'
'247164_at'	'13.1.5.3'	'amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine'
'259172_at'	'13.1.5.3.1'	'amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.OASTL'
'245286_at'	'13.1.5.3.1'	'amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.OASTL'
'246700_at'	'13.1.5.3.1'	'amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.OASTL'
'251322_at'	'13.1.5.3.1'	'amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.OASTL'
'251487_at'	'13.1.5.3.1'	'amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.OASTL'
'260594_at'	'13.1.5.3.1'	'amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.OASTL'
'260566_at'	'13.1.5.3.1'	'amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.OASTL'
'259094_at'	'13.1.5.3.1'	'amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.OASTL'
